gender,genderLooking,age,agecode,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,flirtInterests_chat,flirtInterests_friends,flirtInterests_date
Female,Male,21,under21,5,4215,125,0,false,true,false
Female,Male,19,under21,4,4550,110,0,true,false,false
Female,Male,26,over21,3,5780,283,2,true,false,false
Female,Male,22,over21,9,5285,97,0,false,false,false
Female,Male,21,under21,9,5148,291,0,true,false,false
Female,Male,23,over21,3,1357,16,0,true,false,false
Female,Male,25,over21,3,12413,746,1,true,false,true
Female,Male,20,under21,4,5941,58,0,true,false,false
Female,None,24,over21,7,17167,973,1,true,false,false
Female,Male,22,over21,1,1138,110,7,true,true,true
Female,None,22,over21,2,8030,247,1,true,false,false
Female,Male,19,under21,3,2386,49,0,false,false,false
Female,Male,23,over21,2,3542,74,4,false,true,false
Female,None,23,over21,5,828,16,1,false,true,false
Female,None,25,over21,8,17332,782,0,true,true,true
Female,Male,19,under21,3,194,0,0,true,false,false
Female,Male,22,over21,4,8186,184,3,true,true,true
Female,Male,24,over21,4,3313,105,1,true,true,true
Female,Male,22,over21,5,561,10,1,false,true,false
Female,Male,20,under21,4,11393,293,0,true,false,false
Female,Male,22,over21,7,2280,36,3,false,true,false
Female,Male,20,under21,12,5295,107,0,true,true,true
Female,Male,23,over21,26,1957,30,0,true,false,false
Female,Male,20,under21,7,1576,42,0,true,false,false
Female,Male,22,over21,3,2215,47,0,false,true,false
Female,Male,25,over21,5,4747,115,0,true,true,true
Female,Male,19,under21,1,902,7,0,true,false,false
Female,Male,22,over21,0,10925,628,0,true,false,false
Female,Male,23,over21,4,8696,567,0,true,true,false
Female,None,22,over21,2,4541,152,2,true,true,true
Female,Male,22,over21,3,2049,75,0,true,false,false
Female,Male,25,over21,3,751,16,0,false,true,false
Female,None,22,over21,1,7825,187,5,true,true,true
Female,Male,22,over21,3,3473,41,0,false,true,false
Female,Male,24,over21,13,5163,198,3,true,true,false
Female,Male,23,over21,1,4033,304,2,true,true,true
Female,Male,22,over21,6,3366,78,2,false,false,false
Female,Male,19,under21,4,7858,403,0,true,true,false
Female,Male,21,under21,13,6920,90,0,true,true,false
Female,Male,23,over21,4,2472,30,0,true,false,false
Female,Male,26,over21,1,51,0,0,true,true,false
Female,Male,19,under21,4,376,10,0,false,false,true
Female,Male,20,under21,14,5200,208,0,false,false,false
Female,Male,20,under21,4,6015,180,0,true,true,false
Female,Male,19,under21,4,855,12,0,true,false,false
Female,Male,19,under21,3,7443,346,0,true,false,false
Female,Male,19,under21,12,9175,451,0,true,true,true
Female,Male,21,under21,2,1943,94,0,true,false,false
Female,Male,23,over21,26,8781,205,0,true,false,false
Female,Male,22,over21,3,1073,57,1,false,false,false
Female,None,20,under21,3,2110,60,1,true,false,false
Female,Male,20,under21,4,5147,413,1,true,true,false
Female,Male,21,under21,14,2900,141,1,true,true,false
Female,Male,24,over21,8,383,4,0,false,true,false
Female,Male,25,over21,4,3886,58,1,true,true,true
Female,Male,23,over21,7,7093,228,0,true,true,true
Female,Male,21,under21,8,7001,364,1,true,true,true
Female,Male,22,over21,2,735,17,0,true,true,false
Female,Male,23,over21,4,1626,36,0,false,true,false
Female,Male,23,over21,6,3844,87,0,false,false,false
Female,Male,19,under21,12,367,2,0,true,false,false
Female,Male,19,under21,6,1773,31,6,true,true,true
Female,Male,19,under21,5,5961,285,0,true,true,true
Female,Male,20,under21,5,4099,100,0,true,false,true
Female,None,22,over21,4,10192,350,0,false,false,true
Female,Male,22,over21,4,2178,67,3,true,false,false
Female,Male,21,under21,10,7797,284,26,false,false,true
Female,Male,19,under21,3,1494,20,3,true,true,false
Female,Male,23,over21,5,5196,294,0,false,false,true
Female,Male,19,under21,11,3145,63,1,true,true,true
Female,Male,20,under21,7,9969,379,3,true,true,true
Female,Male,23,over21,3,2180,53,0,false,false,false
Female,Male,22,over21,2,3989,113,0,false,false,false
Female,Male,22,over21,4,4043,172,4,true,true,true
Female,Male,22,over21,1,3089,55,0,false,false,true
Female,Male,21,under21,3,4403,85,0,true,true,false
Female,Male,20,under21,8,2706,48,10,true,true,true
Female,Male,22,over21,4,4260,128,0,true,true,false
Female,None,20,under21,13,3263,93,0,false,false,true
Female,Male,19,under21,3,3321,105,0,true,true,false
Female,Male,19,under21,8,2669,188,0,false,true,true
Female,Male,20,under21,3,3380,74,1,false,true,false
Female,Male,19,under21,9,5299,148,1,true,false,false
Female,Male,22,over21,10,2980,32,2,false,false,true
Female,Male,19,under21,8,6122,182,1,true,false,false
Female,Male,23,over21,4,9024,259,1,true,true,false
Female,Male,19,under21,10,4323,108,0,true,true,false
Female,Male,19,under21,1,805,64,1,true,false,false
Female,Male,19,under21,4,9971,331,1,true,true,true
Female,Male,19,under21,3,4674,76,0,true,true,false
Female,Male,21,under21,16,722,7,0,true,true,true
Female,Male,22,over21,5,2646,23,0,true,true,true
Female,Male,22,over21,1,86,0,0,false,true,false
Female,Male,22,over21,2,1478,51,0,true,true,true
Female,Male,20,under21,1,7637,127,0,true,false,false
Female,Male,20,under21,10,4883,196,0,true,true,false
Female,Male,23,over21,1,8582,635,0,false,true,false
Female,Male,25,over21,8,2233,86,0,true,false,true
Female,Male,23,over21,4,7139,360,0,true,true,false
Female,Male,20,under21,3,984,34,0,true,true,false
Female,Male,21,under21,3,102,2,0,false,true,false
Female,Male,23,over21,5,6224,179,0,true,true,false
Female,Female,25,over21,3,10200,389,1,true,true,true
Female,Male,20,under21,3,5981,586,0,true,false,false
Female,Male,19,under21,4,7232,191,0,false,true,false
Female,Male,22,over21,2,1613,23,0,false,true,false
Female,Male,19,under21,8,4524,270,0,true,true,true
Female,Male,21,under21,2,1464,26,1,true,true,false
Female,Male,21,under21,3,1873,195,0,true,true,true
Female,Male,23,over21,1,3329,156,0,false,true,false
Female,Male,21,under21,1,1343,28,0,true,true,true
Female,Male,23,over21,4,4803,169,0,false,true,false
Female,Male,24,over21,2,6316,111,0,true,true,true
Female,Male,22,over21,4,502,11,2,true,true,false
Female,Male,19,under21,6,2362,133,0,true,true,false
Female,Male,20,under21,4,8463,479,0,true,true,true
Female,Male,19,under21,12,10102,689,7,false,false,true
Female,Male,22,over21,9,4267,127,5,false,false,false
Female,Male,25,over21,9,2341,43,0,false,true,false
Female,Male,20,under21,3,567,5,0,false,true,false
Female,None,22,over21,1,6416,160,0,true,false,false
Female,Male,21,under21,8,5107,352,0,false,true,false
Female,Male,20,under21,5,8155,160,1,false,true,false
Female,None,24,over21,5,10368,353,1,true,true,true
Female,Male,23,over21,3,2123,71,0,true,false,false
Female,None,22,over21,4,1682,55,0,true,true,true
Female,Male,19,under21,3,63,1,0,false,true,true
Female,Male,21,under21,3,4256,146,0,false,true,false
Female,Male,24,over21,8,2674,72,0,true,true,true
Female,Male,20,under21,1,3057,74,1,true,true,false
Female,Male,20,under21,3,3658,170,0,false,true,false
Female,Male,22,over21,4,8858,282,0,false,true,false
Female,Male,25,over21,3,1808,198,0,true,true,false
Female,Male,21,under21,4,3953,81,1,true,true,true
Female,Male,20,under21,2,3172,82,0,true,false,false
Female,Male,19,under21,3,3245,112,0,false,true,false
Female,Male,24,over21,5,4792,149,0,true,false,false
Female,Male,19,under21,5,15529,291,1,true,false,false
Female,Male,21,under21,5,5048,263,0,true,true,false
Female,Male,20,under21,2,3219,52,0,true,true,true
Female,Male,20,under21,3,5290,152,0,true,true,true
Female,Male,22,over21,2,5077,125,32,true,false,false
Female,Male,24,over21,5,906,27,0,true,true,true
Female,Male,20,under21,5,13590,271,0,true,true,false
Female,Male,24,over21,2,793,13,0,false,false,true
Female,Male,19,under21,1,5011,163,0,true,true,false
Female,Male,20,under21,6,4408,266,0,true,true,false
Female,Male,23,over21,5,2487,23,0,true,false,false
Female,Male,22,over21,4,2731,89,1,true,true,true
Female,None,19,under21,3,3611,104,0,true,false,true
Female,None,24,over21,1,1363,27,0,true,true,false
Female,None,19,under21,2,4004,193,0,true,true,true
Female,Male,20,under21,4,296,55,0,true,true,false
Female,Male,23,over21,5,1537,52,1,false,false,false
Female,Male,19,under21,4,5574,215,0,true,true,false
Female,Male,19,under21,4,1816,174,0,false,false,false
Female,Male,21,under21,2,2805,189,0,true,false,false
Female,Male,22,over21,3,3502,83,0,false,true,true
Female,Male,22,over21,9,4484,347,1,false,true,false
Female,Male,22,over21,1,5039,117,0,true,true,false
Female,Male,23,over21,1,2979,35,0,true,true,true
Female,Male,22,over21,2,1618,61,0,true,false,false
Female,Male,23,over21,2,4297,221,0,false,true,false
Female,Male,22,over21,3,1159,85,0,true,false,false
Female,Male,21,under21,1,760,13,0,true,true,true
Female,Male,19,under21,4,3283,101,0,true,true,false
Female,Male,19,under21,8,1931,29,0,true,false,false
Female,Female,25,over21,9,1394,88,6,true,true,true
Female,Male,20,under21,9,1768,41,0,false,true,false
Female,Male,25,over21,7,3699,247,0,false,true,false
Female,Male,26,over21,6,4415,376,0,false,true,true
Female,Male,21,under21,4,2583,74,0,true,true,true
Female,Male,21,under21,5,3710,68,0,true,true,true
Female,Male,22,over21,5,4885,229,0,true,false,false
Female,Male,22,over21,5,1916,93,0,false,true,false
Female,Male,22,over21,8,4920,138,0,true,false,false
Female,Both,20,under21,11,3767,68,7,true,true,true
Female,Male,23,over21,4,1254,77,0,true,true,true
Female,Male,23,over21,23,8503,410,36,true,true,true
Female,None,23,over21,4,4149,140,0,true,false,false
Female,Male,22,over21,5,1611,127,1,true,false,false
Female,Male,23,over21,5,3280,124,0,true,true,false
Female,Male,20,under21,5,1296,11,0,true,false,false
Female,Male,20,under21,6,932,25,0,true,true,true
Female,Male,21,under21,9,5806,121,3,true,true,true
Female,None,22,over21,1,1507,73,0,true,false,false
Female,Male,22,over21,1,1134,25,0,false,true,true
Female,Male,23,over21,3,3417,220,0,true,true,true
Female,Male,22,over21,3,4190,271,0,true,true,true
Female,Male,19,under21,10,3706,190,0,true,true,false
Female,Male,24,over21,2,4877,498,1,false,false,true
Female,Male,23,over21,3,3810,104,0,true,true,true
Female,Male,21,under21,3,3810,208,0,true,true,true
Female,Male,24,over21,3,2709,53,0,true,true,false
Female,Male,22,over21,9,3300,172,0,true,true,true
Female,Male,22,over21,8,2794,67,0,false,true,false
Female,Male,20,under21,1,2044,31,0,true,true,true
Female,Male,22,over21,5,3088,85,1,true,true,true
Female,Male,23,over21,2,2214,31,0,true,true,false
Female,Male,24,over21,0,18,0,0,true,true,true
Female,Male,22,over21,4,5094,300,0,false,false,false
Female,None,22,over21,0,165,3,0,true,true,false
Female,Male,23,over21,9,3930,103,0,true,true,false
Female,Male,24,over21,2,351,4,0,false,true,false
Female,None,20,under21,7,2812,202,0,true,false,false
Female,None,23,over21,1,544,9,2,true,true,true
Female,Male,24,over21,13,7943,219,0,true,false,false
Female,Male,24,over21,5,285,0,0,true,true,true
Female,Male,21,under21,3,2115,65,1,false,false,false
Female,Male,24,over21,3,2987,76,0,false,true,false
Female,Male,24,over21,17,7217,719,0,false,false,false
Female,Male,22,over21,1,4400,106,0,true,true,true
Female,Male,23,over21,6,9931,759,0,true,false,false
Female,Male,20,under21,2,2028,48,1,true,false,false
Female,Male,22,over21,2,3834,183,0,true,true,false
Female,Male,19,under21,2,3025,110,0,true,true,false
Female,Male,22,over21,14,6865,448,0,true,false,false
Female,Male,20,under21,8,2321,76,0,true,false,false
Female,Male,19,under21,4,1163,116,0,true,true,true
Female,Male,22,over21,7,864,15,0,false,false,true
Female,Male,21,under21,9,1795,45,1,false,true,false
Female,Male,21,under21,2,2675,69,1,true,false,false
Female,Male,25,over21,2,4017,157,1,false,true,false
Female,Male,22,over21,6,666,23,0,true,true,false
Female,Male,24,over21,1,1064,48,0,true,true,true
Female,Male,23,over21,6,813,37,0,true,false,true
Female,Male,20,under21,2,1728,81,0,false,true,false
Female,Male,24,over21,7,5086,108,0,true,true,false
Female,Male,21,under21,3,2656,140,0,true,true,false
Female,Male,24,over21,1,1777,83,0,true,true,true
Female,Male,19,under21,2,2130,73,0,true,true,true
Female,Male,20,under21,2,768,14,1,true,false,false
Female,Male,21,under21,9,6624,138,0,false,true,false
Female,Male,23,over21,5,6120,270,0,false,true,false
Female,Male,22,over21,3,3111,92,0,false,false,false
Female,Male,19,under21,5,4048,268,0,false,false,false
Female,Male,19,under21,3,5199,234,0,false,true,false
Female,Male,21,under21,5,3981,107,0,true,true,true
Female,Male,22,over21,8,1276,67,0,false,true,false
Female,None,25,over21,0,47,1,1,false,true,false
Female,Male,19,under21,4,3548,225,0,true,true,false
Female,Male,22,over21,6,2975,189,6,true,true,false
Female,Male,26,over21,3,3077,98,18,true,false,false
Female,Male,19,under21,8,1373,57,0,true,false,false
Female,Male,21,under21,3,803,10,0,true,true,true
Female,Male,21,under21,6,4914,140,0,true,false,false
Female,Male,21,under21,7,1829,75,0,false,false,true
Female,Male,24,over21,0,292,26,2,false,true,false
Female,None,22,over21,7,5307,188,6,true,true,false
Female,Male,23,over21,3,4209,148,0,false,true,false
Female,Male,22,over21,6,2237,37,0,true,false,false
Female,Male,19,under21,3,6794,216,1,true,false,false
Female,Male,20,under21,5,6640,204,0,false,false,true
Female,Male,22,over21,4,1513,41,0,true,true,false
Female,Male,19,under21,14,2891,47,0,true,true,true
Female,Male,23,over21,3,3986,198,0,true,true,true
Female,Male,22,over21,1,2575,117,0,true,false,false
Female,Male,23,over21,4,5338,179,0,true,true,true
Female,Male,24,over21,8,3861,256,0,true,true,false
Female,Male,19,under21,1,2119,139,0,false,true,false
Female,Male,21,under21,3,4096,132,1,true,true,true
Female,Male,24,over21,3,1353,29,0,false,false,false
Female,Male,23,over21,3,2764,67,0,true,true,false
Female,Male,22,over21,1,1073,24,0,true,false,false
Female,Male,21,under21,7,3052,143,0,true,true,true
Female,Male,23,over21,1,1634,94,0,true,true,false
Female,Male,23,over21,5,2960,132,0,true,true,false
Female,Male,22,over21,4,534,13,9,false,false,true
Female,Male,21,under21,6,4807,209,9,true,true,false
Female,Male,20,under21,3,1898,86,0,false,false,false
Female,Male,19,under21,5,2435,123,1,false,true,false
Female,Male,19,under21,2,1468,28,0,true,true,false
Female,Male,22,over21,5,1964,78,0,false,true,false
Female,Male,21,under21,3,1237,36,0,false,true,false
Female,Male,23,over21,8,3014,86,0,false,false,false
Female,Male,21,under21,5,4913,416,0,true,false,false
Female,Male,19,under21,3,3954,212,0,true,false,false
Female,Male,23,over21,2,2449,55,1,true,false,false
Female,Male,23,over21,5,2914,56,0,true,true,true
Female,Male,22,over21,6,3696,253,0,true,true,false
Female,Male,20,under21,6,2922,230,0,true,false,true
Female,Male,19,under21,3,3625,68,0,true,true,true
Female,Male,25,over21,2,439,14,0,false,true,false
Female,Male,21,under21,8,2088,156,1,false,true,false
Female,Male,21,under21,1,1696,87,0,false,true,false
Female,Male,19,under21,5,986,73,25,true,true,false
Female,Male,23,over21,3,4688,207,3,true,true,true
Female,Male,22,over21,7,1924,35,0,true,false,false
Female,Male,21,under21,7,691,14,0,true,true,true
Female,Male,21,under21,4,2399,76,0,false,true,false
Female,Male,22,over21,8,2117,38,2,true,true,true
Female,Male,22,over21,6,6931,272,0,true,false,false
Female,Male,21,under21,7,1949,107,0,false,true,false
Female,None,23,over21,1,2268,89,0,false,false,false
Female,Male,25,over21,15,2433,124,0,true,false,false
Female,Male,21,under21,6,2927,56,5,true,false,false
Female,Male,22,over21,1,3007,212,0,false,true,false
Female,Male,25,over21,7,1931,81,0,false,false,false
Female,Male,19,under21,9,2284,141,0,false,false,false
Female,Male,19,under21,7,2579,64,1,true,true,true
Female,Male,20,under21,3,17383,482,0,false,false,false
Female,Male,20,under21,4,4053,91,0,true,true,true
Female,Male,21,under21,4,3230,69,1,true,true,true
Female,Male,24,over21,3,1016,38,0,false,false,false
Female,Male,20,under21,1,1077,30,0,false,true,false
Female,Male,19,under21,1,5893,156,0,true,false,false
Female,Male,26,over21,5,1457,69,0,true,true,true
Female,Male,24,over21,5,5192,283,0,true,true,true
Female,Male,25,over21,4,5488,183,2,true,true,true
Female,Male,22,over21,5,1130,105,0,false,false,false
Female,Male,23,over21,3,475,46,0,false,true,false
Female,None,19,under21,8,4416,109,0,false,true,false
Female,Male,20,under21,4,2022,45,0,false,true,true
Female,Male,23,over21,5,6282,403,136,true,false,true
Female,Male,23,over21,3,2209,40,0,true,true,true
Female,Male,19,under21,3,2347,96,0,false,true,false
Female,Male,23,over21,3,3011,218,0,true,false,false
Female,Male,20,under21,3,771,15,1,false,true,false
Female,Male,20,under21,13,920,30,0,true,true,false
Female,Male,21,under21,2,1505,65,0,false,true,false
Female,None,23,over21,6,2437,55,0,false,true,true
Female,Male,23,over21,3,266,1,0,true,true,false
Female,Male,25,over21,8,2813,80,0,false,true,false
Female,None,24,over21,4,2054,81,0,true,true,true
Female,Male,23,over21,7,5073,119,0,false,false,false
Female,Male,19,under21,1,937,34,0,true,false,false
Female,Male,21,under21,6,2403,123,0,true,false,false
Female,Male,24,over21,4,1425,48,0,true,false,false
Female,Male,24,over21,3,1593,86,0,true,false,false
Female,Male,19,under21,2,220,8,0,false,false,true
Female,Male,22,over21,8,3227,132,0,true,true,true
Female,Male,25,over21,3,818,20,0,true,false,false
Female,Male,19,under21,5,2435,69,0,true,false,false
Female,Male,22,over21,3,2987,65,0,false,true,false
Female,None,19,under21,6,7415,229,0,true,true,false
Female,Male,21,under21,11,1205,151,0,false,true,true
Female,Male,24,over21,7,729,19,0,true,false,false
Female,Male,22,over21,7,4864,405,0,true,false,false
Female,Male,23,over21,7,3197,137,0,true,true,true
Female,Male,24,over21,4,349,10,0,true,false,false
Female,Male,20,under21,4,1646,70,0,true,false,true
Female,Male,22,over21,3,1246,118,0,false,true,false
Female,Male,24,over21,12,879,26,1,true,true,false
Female,Male,21,under21,6,365,7,1,true,true,true
Female,Male,19,under21,1,585,20,0,true,false,false
Female,Male,25,over21,5,1604,81,0,false,true,false
Female,Male,21,under21,2,3746,170,0,false,false,true
Female,Male,23,over21,2,1706,46,0,true,true,true
Female,Male,19,under21,6,2046,149,4,true,false,false
Female,Male,20,under21,3,1443,69,0,false,true,false
Female,Male,20,under21,11,5322,264,0,true,true,true
Female,Male,19,under21,4,1744,28,0,false,true,false
Female,Male,21,under21,4,587,44,0,true,false,false
Female,Male,20,under21,1,1827,86,0,true,true,true
Female,Male,26,over21,4,1044,24,0,true,true,false
Female,Male,23,over21,2,1498,27,1,true,false,false
Female,Male,24,over21,2,390,9,0,true,true,true
Female,Male,22,over21,0,24,1,1,true,true,true
Female,Male,23,over21,2,685,15,0,true,true,false
Female,Male,21,under21,0,34,0,4,true,true,true
Female,Male,23,over21,3,1091,35,0,true,true,false
Female,Male,19,under21,2,2058,69,0,true,true,true
Female,Male,21,under21,3,1763,160,0,false,false,false
Female,None,25,over21,5,3517,80,0,true,true,true
Female,Male,20,under21,2,2618,179,0,true,true,true
Female,None,20,under21,1,3727,148,0,false,false,true
Female,Male,20,under21,4,933,108,2,true,true,true
Female,Male,19,under21,4,309,5,0,true,true,true
Female,Male,21,under21,1,8592,414,0,true,true,false
Female,Male,19,under21,1,1132,58,0,false,true,false
Female,Male,19,under21,3,2050,60,1,false,true,false
Female,Male,24,over21,5,2366,90,0,false,true,false
Female,Male,25,over21,1,3206,245,0,false,true,false
Female,Male,23,over21,2,1822,152,0,false,true,false
Female,Male,19,under21,4,1723,37,4,true,false,false
Female,Male,21,under21,4,1020,15,3,true,false,false
Female,Male,20,under21,3,2934,52,0,true,true,true
Female,Male,24,over21,1,2109,0,0,false,false,false
Female,Male,25,over21,3,1463,58,3,true,true,false
Female,Male,24,over21,6,990,20,0,false,true,false
Female,Male,20,under21,4,1008,44,0,false,false,false
Female,Male,22,over21,3,2853,161,0,true,true,true
Female,None,21,under21,4,1343,43,0,true,true,true
Female,Male,24,over21,12,3836,304,0,false,false,false
Female,Male,19,under21,4,2509,191,0,false,true,false
Female,None,20,under21,5,2102,52,1,true,true,true
Female,Male,21,under21,5,3275,390,0,false,true,false
Female,Male,20,under21,3,3413,235,2,true,true,true
Female,None,22,over21,1,5136,280,8,false,true,true
Female,None,23,over21,4,3098,47,0,true,false,false
Female,Male,26,over21,0,141,8,0,true,true,true
Female,Male,25,over21,4,1042,35,0,false,true,false
Female,Male,23,over21,3,4303,221,0,true,false,false
Female,Male,22,over21,2,1755,60,0,true,true,true
Female,Male,23,over21,9,3725,236,0,false,true,false
Female,Male,20,under21,2,604,25,0,true,true,true
Female,Male,25,over21,6,1354,64,0,true,false,false
Female,Male,23,over21,3,2941,85,1,false,true,false
Female,Male,24,over21,1,296,10,1,false,false,true
Female,Male,21,under21,1,781,11,0,false,false,false
Female,Male,22,over21,2,2288,38,0,true,true,true
Female,Male,24,over21,1,1232,27,0,true,false,false
Female,Male,23,over21,6,3434,177,0,true,true,true
Female,Male,20,under21,3,1373,69,0,true,true,true
Female,Male,21,under21,13,4976,344,0,false,false,true
Female,Male,20,under21,4,2343,31,0,true,false,false
Female,Male,26,over21,4,5215,243,0,true,true,false
Female,Male,23,over21,1,3593,111,0,false,true,true
Female,Male,24,over21,3,1917,166,0,true,true,true
Female,None,24,over21,2,2551,288,0,false,false,true
Female,Male,22,over21,8,434,7,0,true,true,false
Female,Male,25,over21,4,1793,39,0,true,true,true
Female,None,23,over21,9,2793,12,0,true,true,true
Female,Male,24,over21,6,3351,150,1,true,false,false
Female,Male,21,under21,3,1117,18,0,true,true,true
Female,Male,22,over21,6,1162,13,0,true,false,false
Female,Male,23,over21,8,1034,29,0,false,false,false
Female,Male,21,under21,4,7689,224,1,false,true,false
Female,Male,23,over21,2,909,73,0,true,false,false
Female,Male,23,over21,6,1359,59,0,true,true,true
Female,Male,22,over21,1,2221,70,0,true,false,false
Female,Male,19,under21,3,1614,47,0,true,true,false
Female,Male,24,over21,8,2337,103,0,false,true,false
Female,None,24,over21,1,2592,99,0,false,true,false
Female,Male,21,under21,3,1481,64,0,false,true,false
Female,Male,24,over21,4,1695,72,0,true,true,true
Female,Male,24,over21,2,338,6,0,true,false,false
Female,Male,19,under21,5,1375,33,0,false,true,true
Female,Male,21,under21,4,1075,85,0,true,false,false
Female,Male,24,over21,4,1475,31,3,true,true,true
Female,Male,25,over21,9,6387,183,2,true,false,false
Female,Male,24,over21,1,365,3,0,false,true,false
Female,Male,23,over21,9,906,11,0,true,true,false
Female,Male,23,over21,8,1900,74,2,false,false,false
Female,Male,21,under21,4,1912,49,0,false,true,false
Female,Male,24,over21,14,954,32,0,true,true,true
Female,Male,19,under21,2,1328,40,0,true,true,true
Female,Male,22,over21,1,960,12,0,true,false,false
Female,None,23,over21,4,1335,162,0,false,false,true
Female,Male,22,over21,5,562,13,0,false,true,true
Female,Male,25,over21,7,1017,15,0,true,false,false
Female,Male,22,over21,5,1136,10,0,true,true,false
Female,Male,24,over21,5,1040,63,0,false,true,false
Female,Male,20,under21,2,2014,67,0,false,true,true
Female,Male,19,under21,5,2215,84,0,true,true,false
Female,Male,19,under21,1,9011,744,1,false,false,true
Female,Male,21,under21,6,1569,48,1,true,true,true
Female,Male,23,over21,13,2397,244,0,true,false,false
Female,Male,24,over21,2,1361,54,119,false,false,false
Female,Male,19,under21,6,1350,104,0,true,true,true
Female,Male,22,over21,2,1347,31,0,true,false,false
Female,Male,22,over21,4,1266,9,0,true,true,false
Female,Male,24,over21,4,1239,73,0,true,true,true
Female,Male,26,over21,4,1263,35,0,false,true,false
Female,None,25,over21,2,2468,68,1,true,true,true
Female,Male,19,under21,7,1363,112,21,false,true,false
Female,Male,20,under21,5,658,20,0,true,true,false
Female,Male,24,over21,14,1291,83,1,false,true,false
Female,Male,22,over21,6,995,97,0,false,false,true
Female,Male,22,over21,4,1111,33,0,true,true,true
Female,Male,26,over21,4,1644,52,0,false,false,true
Female,Male,23,over21,2,685,6,0,true,false,false
Female,Male,24,over21,9,2006,49,0,true,false,false
Female,Male,21,under21,9,11775,876,241,true,true,true
Female,None,24,over21,3,1320,85,0,true,true,false
Female,Male,22,over21,5,1354,63,0,true,false,true
Female,Male,24,over21,1,969,26,0,true,false,false
Female,Male,21,under21,1,338,2,0,true,true,true
Female,Male,24,over21,2,1644,111,1,true,true,true
Female,None,21,under21,2,2480,119,0,true,true,true
Female,Male,21,under21,13,1765,30,0,true,false,false
Female,Male,21,under21,2,1334,24,0,false,true,false
Female,Male,24,over21,3,1551,67,0,true,true,false
Female,Male,22,over21,5,1954,102,0,false,true,false
Female,Male,20,under21,4,5152,313,0,true,true,true
Female,Male,21,under21,1,1727,50,0,true,true,true
Female,Male,24,over21,8,1024,19,0,true,true,true
Female,Male,19,under21,5,977,37,0,false,false,true
Female,Male,23,over21,5,1514,47,0,true,true,true
Female,Male,21,under21,5,806,23,0,false,true,true
Female,Male,24,over21,4,3677,247,0,true,true,false
Female,Male,24,over21,4,703,12,0,false,true,true
Female,Male,20,under21,20,662,49,0,true,true,false
Female,Male,20,under21,4,889,68,0,true,true,true
Female,Male,22,over21,5,2632,210,0,true,false,false
Female,None,24,over21,3,1637,50,0,false,true,false
Female,Male,19,under21,3,2950,151,0,false,false,true
Female,Male,23,over21,1,1038,38,0,true,true,false
Female,None,23,over21,4,1259,41,2,false,true,false
Female,Male,25,over21,4,1910,196,0,true,true,true
Female,Both,22,over21,6,407,7,0,false,false,false
Female,Male,21,under21,5,2525,182,0,false,true,false
Female,Male,20,under21,12,2600,39,0,false,false,false
Female,Male,20,under21,4,1452,42,0,true,true,false
Female,Male,20,under21,1,756,10,0,true,false,false
Female,None,21,under21,3,5911,267,0,true,true,true
Female,Male,19,under21,3,451,4,0,false,true,true
Female,Male,23,over21,2,734,21,0,true,false,false
Female,Male,26,over21,5,500,32,27,false,false,false
Female,Male,23,over21,3,880,89,0,true,false,false
Female,Male,22,over21,4,1841,89,0,false,true,false
Female,Male,21,under21,4,1269,114,0,true,true,true
Female,Male,20,under21,0,4070,209,0,true,false,true
Female,Male,23,over21,5,1727,87,0,true,false,false
Female,Male,24,over21,6,2071,75,0,true,true,true
Female,Male,25,over21,1,832,44,2,true,true,false
Female,Male,21,under21,4,1223,23,0,true,true,true
Female,Male,22,over21,9,502,68,0,true,true,false
Female,Male,24,over21,4,1962,49,0,true,true,true
Female,Male,22,over21,4,1596,92,0,true,true,false
Female,Male,23,over21,3,1159,46,0,true,true,true
Female,Male,24,over21,4,1513,7,3,true,false,false
Female,Male,24,over21,1,1248,111,0,true,true,true
Female,Male,25,over21,3,688,31,0,false,true,false
Female,Male,21,under21,4,1603,131,0,true,false,false
Female,Male,25,over21,19,2366,66,0,false,false,false
Female,Male,23,over21,2,5979,358,2,true,true,true
Female,Male,19,under21,3,810,34,0,true,false,false
Female,Male,23,over21,2,806,23,0,true,true,true
Female,Male,20,under21,8,1586,33,0,true,false,false
Female,Male,22,over21,1,181,5,0,false,false,false
Female,Male,23,over21,1,32,4,0,false,true,false
Female,Male,21,under21,4,142,3,3,false,false,false
Female,Male,24,over21,3,1184,18,1,false,false,true
Female,Male,21,under21,9,2337,97,0,false,true,false
Female,Male,21,under21,4,3380,56,0,true,false,false
Female,Female,22,over21,3,4478,287,0,false,true,false
Female,Male,20,under21,10,840,47,0,true,true,true
Female,Male,21,under21,1,647,19,0,true,false,false
Female,Male,25,over21,8,1149,21,1,false,true,false
Female,None,20,under21,1,362,11,0,true,true,false
Female,Male,25,over21,1,1059,24,0,true,true,false
Female,Male,22,over21,4,2382,127,0,false,false,true
Female,Male,20,under21,2,381,4,0,true,false,false
Female,Male,26,over21,1,819,61,0,false,true,false
Female,Male,21,under21,4,1159,80,0,true,true,false
Female,Male,22,over21,3,886,64,0,false,false,true
Female,Male,21,under21,3,1156,33,0,true,true,true
Female,Male,22,over21,1,1801,30,0,true,true,true
Female,Male,19,under21,8,953,25,1,false,true,false
Female,Male,22,over21,2,909,29,0,true,false,false
